dh_utc;temperature;pression;pression_variation_3h;humidite;point_de_rosee;visibilite;vent_moyen;vent_rafales;vent_rafales_10min;vent_direction;temperature_min;temperature_max;pluie_1h;pluie_3h;pluie_6h;pluie_12h;pluie_24h;pluie_cumul_0h;pluie_intensite;pluie_intensite_max_1h;uv;uv_index;ensoleillement;temperature_sol
YYYY-MM-DD hh:mm:ss;°C;hPa;hPa;%;°C;m;km/h;km/h;km/h;deg;°C;°C;mm;mm;mm;mm;mm;mm;mm/h;mm/h;W/m²;UV Index;hours;°C
18/04/2025 02:10;5.7;1015.7;;92;4.4;;0;;0;341;5.7;8.1;;;;;;0;0;0;0;0;;
18/04/2025 02:20;5.6;1015.7;;93;4.4;;0;;0;341;5.6;8.1;;;;;;0;0;0;0;0;;
18/04/2025 02:30;5.7;1015.7;;93;4.4;;0;;0;341;5.6;8.1;;;;;;0;0;0;0;0;;
18/04/2025 02:40;5.5;1015.6;;93;4.4;;0;;0;341;5.5;8.1;;;;;;0;0;0;0;0;;
18/04/2025 02:50;5.3;1015.5;;93;4.4;;0;;0;341;5.3;8.1;;;;;;0;0;0;0;0;;
18/04/2025 03:00;5.2;1015.5;-0.6;93;4.4;;0;;0;341;5.2;8.1;0;;;1.3;4.6;0;0;0;0;0;;
18/04/2025 03:10;5.1;1015.5;-0.6;93;3.9;;0;;0;341;5.1;8.1;;;;;;0;0;0;0;0;;
18/04/2025 03:20;4.9;1015.7;-0.4;93;3.9;;0;;0;341;4.9;8.1;;;;;;0;0;0;0;0;;
18/04/2025 03:30;4.8;1015.8;-0.3;94;3.9;;0;;0;341;4.8;8.1;;;;;;0;0;0;0;0;;
18/04/2025 03:40;4.9;1015.7;-0.4;94;3.9;;0;;0;341;4.8;8.1;;;;;;0;0;0;0;0;;
18/04/2025 03:50;5;1015.7;-0.4;94;3.9;;0;;0;341;4.8;8.1;;;;;;0;0;0;0;0;;
18/04/2025 04:00;4.9;1015.7;-0.2;94;3.9;;0;;0;341;4.8;8.1;0;;;1.1;4.4;0;0;0;0;0;;
18/04/2025 04:10;4.8;1015.6;-0.3;94;3.9;;0;;0;341;4.8;8.1;;;;;;0;0;0;0;0;;
18/04/2025 04:20;4.6;1015.6;-0.3;94;3.9;;0;;0;341;4.6;8.1;;;;;;0;0;0;0;0;;
18/04/2025 04:30;4.5;1015.7;-0.2;94;3.9;;0;;0;341;4.5;8.1;;;;;;0;0;0;0;0;;
18/04/2025 04:40;4.4;1015.9;;94;3.3;;0;;0;341;4.4;8.1;;;;;;0;0;0;0;0;;
18/04/2025 04:50;4.3;1016;0.1;94;3.3;;0;;0;341;4.3;8.1;;;;;;0;0;0;5;0;;
18/04/2025 05:00;4.2;1015.8;0.1;94;3.3;;0;;0;341;4.2;8.1;0;;;0.8;4.1;0;0;0;9;0;;
18/04/2025 05:10;4.1;1015.9;0.2;94;3.3;;0;;0;341;4.1;8.1;;;;;;0;0;0;14;0;;
18/04/2025 05:20;4.1;1016;0.3;94;3.3;;0;;0;341;4.1;8.1;;;;;;0;0;0;18;0;;
18/04/2025 05:30;4.1;1015.9;0.2;94;3.3;;0;;0;341;4;8.1;;;;;;0;0;0;21;0;;
18/04/2025 05:40;4.1;1016;0.3;95;3.3;;0;;0;341;4;8.1;;;;;;0;0;0;25;0;;
18/04/2025 05:50;4.4;1016.1;0.4;95;3.9;;0;;0; ;4;8.1;;;;;;0;0;0;28;0;;
18/04/2025 06:00;4.9;1016.2;0.7;96;4.4;;0;;0;341;4;8.1;0;;;0.3;3.3;0;0;0;32;0;;
18/04/2025 06:10;5.8;1016.3;0.8;96;5;;3.2;;6.4;341;4;8.1;;;;;;0;0;0;118;0;;
18/04/2025 06:20;6.1;1016.3;0.8;95;5.6;;4.8;;8;341;4;8.1;;;;;;0;0;0;128;0.5;;
18/04/2025 06:30;6.4;1016.2;0.7;95;5.6;;1.6;;4.8;341;4;8.1;;;;;;0;0;0;200;0.6;;
18/04/2025 06:40;7.1;1016.2;0.7;96;6.7;;1.6;;4.8;341;4;8.1;;;;;;0;0;0;232;0.7;;
18/04/2025 06:50;7.8;1016.2;0.7;96;7.2;;0;;4.8;341;4;8.1;;;;;;0;0;0;260;0.8;;
18/04/2025 07:00;8.5;1016.3;0.6;95;7.8;;3.2;;4.8;341;4;8.5;0;;;;3.1;0;0;0;288;0.9;;
18/04/2025 07:10;9;1016.1;0.4;94;8.3;;1.6;;4.8;341;4;9;;;;;;0;0;0;322;1.1;;
18/04/2025 07:20;9.2;1016.1;0.4;91;7.8;;0;;0;341;4;9.2;;;;;;0;0;0;353;1.2;;
18/04/2025 07:30;9.8;1016;0.3;88;7.8;;0;;0;341;4;9.8;;;;;;0;0;0;381;1.3;;
18/04/2025 07:40;10.2;1016.1;0.4;84;7.8;;0;;3.2;341;4;10.2;;;;;;0;0;0;410;1.6;;
18/04/2025 07:50;11.1;1016;0.3;80;7.8;;0;;0;341;4;11.1;;;;;;0;0;0;438;1.7;;
18/04/2025 08:00;11.3;1015.9;0.1;77;7.2;;0;;6.4;341;4;11.3;0;;;;2.6;0;0;0;464;1.9;;
