,Placette,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2
Brassicaceae,Cardamine hirsuta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,T,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,T,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,T,4,5,0,3,5,0,0,0,0,0,0,0,0,0,0,T,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,T,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,T
Brassicaceae,Cardamine pratensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Campanulaceae,Campanula sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Campanulaceae,Phyteuma sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Campanulaceae,Phyteuma spicatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Caprifoliaceae,Lonicera periclynemum,3,4,2,3,3,2,3,0,1,2,0,0,0,0,0,T,2,4,1,0,4,0,3,0,0,1,0,0,0,0,0,T,0,1,3,3,2,0,1,2,1,1,0,0,0,0,0,T,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,T,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,T,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,T,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,T,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,T,0,5,0,3,2,0,1,0,0,2,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3,2,0,0,3,1,2,0,0,0,0,0,0,0,0,T,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,2,4,2,3,3,0,0,0,0,0,0,0,0,0,0,T,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,T,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T
Caprifoliaceae,Lonicera xylosteum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Caryophillaceae,Silene latifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Caryophillaceae,Silene vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Caryophillaceae,Stellaria holostea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,T,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,1,3,2,1,4,0,0,0,0,0,0,0,0,0,0,T,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,T,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,T,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,T
Caryophillaceae,Stellaria media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,T,0,3,2,4,4,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,T
